Geography Type,Geography,Group Name,Group Category,Indicator Name,Indicator Category,Time Period,Time Type,Estimate (%),95% CI (%),Sample Size,Suppression Flag
Jurisdictional Estimates,California,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,April 22 – May 29,Monthly,12.3,10.2 - 14.8,2324,0
Jurisdictional Estimates,California,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,March 27 – April 30 ,Monthly,2.3,1.4 - 3.3,2077,0
Jurisdictional Estimates,California,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,January 30 – February 26,Monthly,2.5,1.3 - 3.7,1590,0
Jurisdictional Estimates,California,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,February 27 – March 26 ,Monthly,2.7,1.4 - 4.1,1607,0
Jurisdictional Estimates,California,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,October 31 – November 27,Monthly,3.1,1.8 - 4.5,1624,0
Jurisdictional Estimates,California,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,September 26 – October 30,Monthly,3.6,2.5 - 4.7,2472,0
Jurisdictional Estimates,California,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,November 28 – December 31,Monthly,3.9,2.5 - 5.4,2198,0
Jurisdictional Estimates,California,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,August 29 – September 25,Monthly,6.3,4.8 - 8.1,2499,0
Jurisdictional Estimates,California,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,August 1 – August 28,Monthly,7.8,6.1 - 9.9,2322,0
Jurisdictional Estimates,California,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,June 27 – July 31,Monthly,9.9,8.2 - 12.0,2853,0
Jurisdictional Estimates,California,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),April 22 – May 29,Monthly,68.9,65.8 - 71.9,2324,0
Jurisdictional Estimates,California,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),May 30 – June 26,Monthly,73.3,69.8 - 76.6,1771,0
Jurisdictional Estimates,California,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),June 27 – July 31,Monthly,76.8,74.1 - 79.2,2853,0
Jurisdictional Estimates,California,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),August 1 – August 28,Monthly,80.3,77.5 - 82.9,2322,0
Jurisdictional Estimates,California,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),August 29 – September 25,Monthly,83.8,81.3 - 86.0,2499,0
Jurisdictional Estimates,California,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),September 26 – October 30,Monthly,87,84.9 - 89.1,2472,0
Jurisdictional Estimates,California,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),November 28 – December 31,Monthly,89,86.8 - 91.3,2198,0
Jurisdictional Estimates,California,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),October 31 – November 27,Monthly,89.5,87.3 - 91.7,1624,0
Jurisdictional Estimates,California,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),January 30 – February 26,Monthly,91.6,89.6 - 93.6,1590,0
Jurisdictional Estimates,California,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),February 27 – March 26 ,Monthly,92.4,90.5 - 94.3,1607,0
Jurisdictional Estimates,California,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),March 27 – April 30 ,Monthly,93.2,91.7 - 94.7,2077,0
Jurisdictional Estimates,California,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),January 2 – January 29,Monthly,94.6,93.5 - 95.8,2347,0
Jurisdictional Estimates,California,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,January 2 – January 29,Monthly,0.2,0.1 - 0.4,2347,0
Jurisdictional Estimates,California,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,March 27 – April 30 ,Monthly,0.4,0.0 - 0.7,2077,0
Jurisdictional Estimates,California,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,January 30 – February 26,Monthly,0.5,0.0 - 1.0,1590,0
Jurisdictional Estimates,California,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,November 28 – December 31,Monthly,0.9,0.2 - 1.6,2198,0
Jurisdictional Estimates,California,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,February 27 – March 26 ,Monthly,1,0.2 - 1.7,1607,0
Jurisdictional Estimates,California,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,October 31 – November 27,Monthly,1.2,0.4 - 2.0,1624,0
Jurisdictional Estimates,California,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,September 26 – October 30,Monthly,1.4,0.6 - 2.1,2472,0
Jurisdictional Estimates,California,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,August 29 – September 25,Monthly,1.8,1.1 - 2.9,2499,0
Jurisdictional Estimates,California,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,August 1 – August 28,Monthly,2,1.3 - 3.3,2322,0
Jurisdictional Estimates,California,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,June 27 – July 31,Monthly,3.8,2.8 - 5.2,2853,0
Jurisdictional Estimates,California,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,May 30 – June 26,Monthly,4.4,3.0 - 6.6,1771,0
Jurisdictional Estimates,California,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,April 22 – May 29,Monthly,6.8,5.2 - 8.7,2324,0
Jurisdictional Estimates,Hawaii,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,February 27 – March 26 ,Monthly,2.4,1.5 - 3.4,1123,0
Jurisdictional Estimates,Hawaii,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,January 30 – February 26,Monthly,2.7,1.5 - 4.0,878,0
Jurisdictional Estimates,Hawaii,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,March 27 – April 30 ,Monthly,2.8,1.6 - 4.0,1224,0
Jurisdictional Estimates,Hawaii,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,January 2 – January 29,Monthly,3.7,2.4 - 5.0,1388,0
Jurisdictional Estimates,Hawaii,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,August 29 – September 25,Monthly,4.1,2.8 - 5.9,1104,0
Jurisdictional Estimates,Hawaii,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,September 26 – October 30,Monthly,5.8,3.9 - 7.7,1261,0
Jurisdictional Estimates,Hawaii,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,November 28 – December 31,Monthly,5.8,3.9 - 7.8,1369,0
Jurisdictional Estimates,Hawaii,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,October 31 – November 27,Monthly,5.8,3.0 - 8.6,626,0
Jurisdictional Estimates,Hawaii,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,August 1 – August 28,Monthly,6.1,4.7 - 7.9,1539,0
Jurisdictional Estimates,Hawaii,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,April 22 – May 29,Monthly,6.7,5.3 - 8.5,1597,0
Jurisdictional Estimates,Hawaii,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,May 30 – June 26,Monthly,8.3,6.3 - 11.0,1011,0
Jurisdictional Estimates,Hawaii,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,June 27 – July 31,Monthly,8.5,7.0 - 10.4,2005,0
Jurisdictional Estimates,Hawaii,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,March 27 – April 30 ,Monthly,0.4,0.0 - 1.0,1224,0
Jurisdictional Estimates,Hawaii,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,February 27 – March 26 ,Monthly,1,0.2 - 1.7,1123,0
Jurisdictional Estimates,Hawaii,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,January 30 – February 26,Monthly,1.3,0.3 - 2.2,878,0
Jurisdictional Estimates,Hawaii,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,January 2 – January 29,Monthly,1.7,0.7 - 2.7,1388,0
Jurisdictional Estimates,Hawaii,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,October 31 – November 27,Monthly,1.9,0.3 - 3.6,626,0
Jurisdictional Estimates,Hawaii,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,April 22 – May 29,Monthly,11.1,9.2 - 13.3,1597,0
Jurisdictional Estimates,Hawaii,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,November 28 – December 31,Monthly,2.2,1.0 - 3.5,1369,0
Jurisdictional Estimates,Hawaii,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,September 26 – October 30,Monthly,3.3,1.8 - 4.9,1261,0
Jurisdictional Estimates,Hawaii,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,August 29 – September 25,Monthly,5.1,3.6 - 7.2,1104,0
Jurisdictional Estimates,Hawaii,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,June 27 – July 31,Monthly,5.6,4.3 - 7.3,2005,0
Jurisdictional Estimates,Hawaii,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,August 1 – August 28,Monthly,6.8,5.3 - 8.6,1539,0
Jurisdictional Estimates,Hawaii,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,May 30 – June 26,Monthly,7.7,5.8 - 10.3,1011,0
Jurisdictional Estimates,Hawaii,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),April 22 – May 29,Monthly,77,74.2 - 79.5,1597,0
Jurisdictional Estimates,Hawaii,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),May 30 – June 26,Monthly,82,78.6 - 84.9,1011,0
Jurisdictional Estimates,Hawaii,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),June 27 – July 31,Monthly,83.5,81.1 - 85.7,2005,0
Jurisdictional Estimates,Hawaii,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),August 1 – August 28,Monthly,85.6,83.1 - 87.8,1539,0
Jurisdictional Estimates,Hawaii,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),August 29 – September 25,Monthly,89.1,86.4 - 91.3,1104,0
Jurisdictional Estimates,Hawaii,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),September 26 – October 30,Monthly,90.3,87.8 - 92.7,1261,0
Jurisdictional Estimates,Hawaii,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),November 28 – December 31,Monthly,91.2,88.8 - 93.5,1369,0
Jurisdictional Estimates,Hawaii,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),October 31 – November 27,Monthly,91.4,88.1 - 94.7,626,0
Jurisdictional Estimates,Hawaii,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),January 2 – January 29,Monthly,94.5,92.9 - 96.1,1388,0
Jurisdictional Estimates,Hawaii,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),January 30 – February 26,Monthly,95.9,94.3 - 97.5,878,0
Jurisdictional Estimates,Hawaii,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),February 27 – March 26 ,Monthly,96.4,95.2 - 97.7,1123,0
Jurisdictional Estimates,Hawaii,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),March 27 – April 30 ,Monthly,96.7,95.3 - 98.0,1224,0
Jurisdictional Estimates,Hawaii,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,January 2 – January 29,Monthly,0.1,0.0 - 0.2,1388,0
Jurisdictional Estimates,Hawaii,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,March 27 – April 30 ,Monthly,0.1,0.0 - 0.3,1224,0
Jurisdictional Estimates,Hawaii,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,January 30 – February 26,Monthly,0.1,0.0 - 0.3,878,0
Jurisdictional Estimates,Hawaii,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,February 27 – March 26 ,Monthly,0.2,0.0 - 0.4,1123,0
Jurisdictional Estimates,Hawaii,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,September 26 – October 30,Monthly,0.6,0.0 - 1.2,1261,0
Jurisdictional Estimates,Hawaii,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,November 28 – December 31,Monthly,0.8,0.0 - 1.5,1369,0
Jurisdictional Estimates,Hawaii,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,October 31 – November 27,Monthly,0.9,0.0 - 1.8,626,0
Jurisdictional Estimates,Hawaii,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,August 1 – August 28,Monthly,1.5,0.9 - 2.7,1539,0
Jurisdictional Estimates,Hawaii,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,August 29 – September 25,Monthly,1.7,1.0 - 3.1,1104,0
Jurisdictional Estimates,Hawaii,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,May 30 – June 26,Monthly,2,1.2 - 3.3,1011,0
Jurisdictional Estimates,Hawaii,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,June 27 – July 31,Monthly,2.3,1.6 - 3.4,2005,0
Jurisdictional Estimates,Hawaii,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,April 22 – May 29,Monthly,5.2,3.9 - 6.9,1597,0
Jurisdictional Estimates,Nevada,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,January 2 – January 29,Monthly,10.3,8.2 - 12.4,1262,0
Jurisdictional Estimates,Nevada,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,February 27 – March 26 ,Monthly,11.7,8.5 - 14.9,543,0
Jurisdictional Estimates,Nevada,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,September 26 – October 30,Monthly,13.2,10.7 - 15.6,1137,0
Jurisdictional Estimates,Nevada,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,October 31 – November 27,Monthly,13.8,10.4 - 17.3,683,0
Jurisdictional Estimates,Nevada,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,November 28 – December 31,Monthly,14.4,11.6 - 17.2,1074,0
Jurisdictional Estimates,Nevada,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,August 29 – September 25,Monthly,14.8,12.2 - 17.7,1118,0
Jurisdictional Estimates,Nevada,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,August 1 – August 28,Monthly,15.7,13.3 - 18.5,1369,0
Jurisdictional Estimates,Nevada,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,April 22 – May 29,Monthly,16.2,12.5 - 20.8,575,0
Jurisdictional Estimates,Nevada,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,June 27 – July 31,Monthly,16.8,14.0 - 20.1,1141,0
Jurisdictional Estimates,Nevada,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,May 30 – June 26,Monthly,18.4,15.0 - 22.3,777,0
Jurisdictional Estimates,Nevada,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,January 30 – February 26,Monthly,8.4,6.5 - 10.3,1015,0
Jurisdictional Estimates,Nevada,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,March 27 – April 30 ,Monthly,9.2,7.4 - 10.9,1618,0
Jurisdictional Estimates,Nevada,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,February 27 – March 26 ,Monthly,1.2,0.2 - 2.2,543,0
Jurisdictional Estimates,Nevada,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,August 1 – August 28,Monthly,11.2,9.1 - 13.7,1369,0
